StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID47,QID52,Q1,Q1_4_TEXT,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q8_5_TEXT,Q9,Q9,Q10,Q11,Q12,Q13,Q14,QID53,PROLIFIC_PID,FL_22_DO
2025-06-22 23:41:57,2025-06-22 23:46:18,IP Address,100,261,True,2025-06-22 23:46:19,R_22CX24ySwGtMDPp,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6848a3db0da6c6e0efbea0ee,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Somewhat agree,Strongly agree,Somewhat agree,The United States,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat negative,Somewhat positive,Mostly,I consent.,6848a3db0da6c6e0efbea0ee,FL_23
2025-06-22 23:42:28,2025-06-22 23:46:21,IP Address,100,232,True,2025-06-22 23:46:21,R_2y31y6K0Qycoee5,anonymous,EN,0.20000000298023224,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682647d750619d65c2ef1561,Female,,Black or African American,Bachelor’s degree,Conservative,Somewhat agree,Strongly agree,Somewhat disagree,The United States,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat negative,Somewhat negative,Slightly,I consent.,682647d750619d65c2ef1561,FL_23
2025-06-22 23:41:51,2025-06-22 23:46:23,IP Address,100,272,True,2025-06-22 23:46:23,R_3p91ynqcLlY65z2,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",65198ae1d2294dbc8561e90c,Male,,White or Caucasian,Bachelor’s degree,Moderate,Strongly agree,Strongly agree,Somewhat agree,The United States,,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat positive,Somewhat,I consent.,65198ae1d2294dbc8561e90c,FL_23
2025-06-22 23:42:35,2025-06-22 23:46:23,IP Address,100,227,True,2025-06-22 23:46:23,R_6nfIkDkza8qZYop,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67cc8c5ddbd7af2ae6d5fac7,Male,,White or Caucasian,Bachelor’s degree,Moderate,Somewhat agree,Strongly agree,Neither agree nor disagree,The United States,,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Mostly,I consent.,67cc8c5ddbd7af2ae6d5fac7,FL_23
2025-06-22 23:42:12,2025-06-22 23:46:25,IP Address,100,253,True,2025-06-22 23:46:26,R_RR15FGwuFK1MzVD,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6566d90835fd00183bd5989b,Female,,Black or African American,Bachelor’s degree,Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,The United States,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,6566d90835fd00183bd5989b,FL_23
2025-06-22 23:42:28,2025-06-22 23:46:27,IP Address,100,239,True,2025-06-22 23:46:27,R_3m1peFIja3u017P,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5ca73ac06fa13f00189cbe17,Male,,White or Caucasian,Bachelor’s degree,Liberal,Neither agree nor disagree,Strongly agree,Somewhat disagree,Canada,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat positive,Not at all,I consent.,5ca73ac06fa13f00189cbe17,FL_23
2025-06-22 23:40:54,2025-06-22 23:46:28,IP Address,100,333,True,2025-06-22 23:46:29,R_3IWeTBpbFHyO72a,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683f6616e0b70300f1416bc2,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly disagree,Somewhat disagree,Neither agree nor disagree,The United States,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Neither positive nor negative,Somewhat,I consent.,683f6616e0b70300f1416bc2,FL_23
2025-06-22 23:40:57,2025-06-22 23:46:30,IP Address,100,333,True,2025-06-22 23:46:30,R_3kaX6xbpEBkkFPk,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5980128635fbf100017d0861,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Moderate,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat negative,Not at all,I consent.,5980128635fbf100017d0861,FL_23
2025-06-22 23:42:03,2025-06-22 23:46:34,IP Address,100,270,True,2025-06-22 23:46:34,R_24uOHgY3FeDTDMX,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5dc47ddd034b45342d3b2e3a,Male,,White or Caucasian,Bachelor’s degree,Liberal,Strongly agree,Strongly agree,Strongly disagree,The United States,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither positive nor negative,Neither positive nor negative,Not at all,I consent.,5dc47ddd034b45342d3b2e3a,FL_23
2025-06-22 23:40:51,2025-06-22 23:46:36,IP Address,100,344,True,2025-06-22 23:46:36,R_1eQbKAQER3PBFIc,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683683b1c4bc6a63f027d6d3,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Somewhat agree,Canada,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Slightly,I consent.,683683b1c4bc6a63f027d6d3,FL_24
2025-06-22 23:42:46,2025-06-22 23:46:41,IP Address,100,234,True,2025-06-22 23:46:41,R_sIoE8K92EqvMyo9,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67dc6c1d63a5acfb90529c43,Male,,Black or African American,Bachelor’s degree,Very conservative,Strongly agree,Strongly agree,Somewhat agree,The United States,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat negative,Extremely,I consent.,67dc6c1d63a5acfb90529c43,FL_23
2025-06-22 23:44:09,2025-06-22 23:46:42,IP Address,100,153,True,2025-06-22 23:46:42,R_3L6G8tvmqeLtsf3,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5c1b9212bfd9220001a9ada0,Male,,White or Caucasian,Bachelor’s degree,Conservative,Strongly agree,Strongly agree,Strongly disagree,The United States,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely negative,Somewhat positive,Mostly,I consent.,5c1b9212bfd9220001a9ada0,FL_24
2025-06-22 23:41:46,2025-06-22 23:46:42,IP Address,100,296,True,2025-06-22 23:46:43,R_3kdClrXZG9eWoeN,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6840a11ab99138304ac76cb7,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Strongly disagree,The United States,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,6840a11ab99138304ac76cb7,FL_23
2025-06-22 23:42:28,2025-06-22 23:46:43,IP Address,100,255,True,2025-06-22 23:46:43,R_1i9xxk3BIyOj2Iz,anonymous,EN,0.20000000298023224,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",684606f9cc5f63190ae52187,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,Canada,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Mostly,I consent.,684606f9cc5f63190ae52187,FL_24
2025-06-22 23:41:57,2025-06-22 23:46:47,IP Address,100,289,True,2025-06-22 23:46:48,R_Y4gekn9pijZRTwJ,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",666fb6f24d1c14f333eb4a0a,Male,,Asian,Bachelor’s degree,Liberal,Strongly agree,Strongly agree,Somewhat disagree,The United States,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither positive nor negative,Neither positive nor negative,Somewhat,I consent.,666fb6f24d1c14f333eb4a0a,FL_23
2025-06-22 23:41:53,2025-06-22 23:46:49,IP Address,100,296,True,2025-06-22 23:46:50,R_1AB4GGRgZpGQU2l,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",671912820d4a64051a764936,Male,,Black or African American,"Some college, but no degree",Very liberal,Strongly agree,Somewhat agree,Somewhat disagree,Canada,,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,671912820d4a64051a764936,FL_23
2025-06-22 23:40:39,2025-06-22 23:46:52,IP Address,100,373,True,2025-06-22 23:46:52,R_bey1PNgXCaMqUEh,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6845fad63da7756677508375,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,The United States,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat negative,Slightly,I consent.,6845fad63da7756677508375,FL_24
2025-06-22 23:42:27,2025-06-22 23:46:56,IP Address,100,268,True,2025-06-22 23:46:56,R_27xwu0RMqHuCdjC,anonymous,EN,0.800000011920929,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",61074ae762b0186a302f1028,Male,,White or Caucasian,"Some college, but no degree",Conservative,Strongly agree,Strongly agree,Strongly disagree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Neither positive nor negative,Not at all,I consent.,61074ae762b0186a302f1028,FL_23
2025-06-22 23:41:04,2025-06-22 23:46:56,IP Address,100,351,True,2025-06-22 23:46:56,R_3qZJjotpwxeSgRd,anonymous,EN,0.800000011920929,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",684a7179d4b73ce402db9491,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Somewhat agree,Neither,,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,684a7179d4b73ce402db9491,FL_24
2025-06-22 23:41:09,2025-06-22 23:46:56,IP Address,100,346,True,2025-06-22 23:46:57,R_2aKw1Sc6cLyIJce,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6756f8f1b31244c01d888b7e,Male,,White or Caucasian,Some high school or less,Very liberal,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Canada,,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Extremely negative,Not at all,I consent.,6756f8f1b31244c01d888b7e,FL_23
2025-06-22 23:41:22,2025-06-22 23:46:58,IP Address,100,335,True,2025-06-22 23:46:58,R_3W1TSyvpnXCbYrL,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67453b68053f8bb07e1df57b,Male,,White or Caucasian,Associates or technical degree,Moderate,Somewhat agree,Somewhat disagree,Strongly disagree,Canada,,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Extremely negative,Not at all,I consent.,67453b68053f8bb07e1df57b,FL_24
2025-06-22 23:43:19,2025-06-22 23:46:59,IP Address,100,219,True,2025-06-22 23:46:59,R_1j6TAz80SUwOVy6,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68546b7acbd1562294d623b2,Female,,Black or African American,Bachelor’s degree,Moderate,Somewhat disagree,Strongly agree,Strongly agree,The United States,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat positive,Mostly,I consent.,68546b7acbd1562294d623b2,FL_24
2025-06-22 23:43:36,2025-06-22 23:47:03,IP Address,100,207,True,2025-06-22 23:47:04,R_3fqjG8avAGYFnbv,anonymous,EN,0.6000000238418579,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67eed9bbb28845c9f9af568f,Male,,White or Caucasian,High school diploma or GED,Moderate,Strongly agree,Strongly disagree,Strongly agree,Canada,,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Neither positive nor negative,Somewhat negative,Not at all,I consent.,67eed9bbb28845c9f9af568f,FL_23
2025-06-22 23:40:41,2025-06-22 23:47:04,IP Address,100,382,True,2025-06-22 23:47:04,R_A7dWTO055PUW1Pz,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67d34c3e6b1f160916da0b43,Female,,Black or African American,Bachelor’s degree,Liberal,Strongly agree,Strongly agree,Strongly agree,The United States,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat positive,Somewhat,I consent.,67d34c3e6b1f160916da0b43,FL_23
2025-06-22 23:42:09,2025-06-22 23:47:05,IP Address,100,295,True,2025-06-22 23:47:05,R_3xiJx2MYngIRIkN,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67bd6c87f503d16fdf672aad,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat negative,Somewhat positive,Mostly,I consent.,67bd6c87f503d16fdf672aad,FL_23
2025-06-22 23:41:25,2025-06-22 23:47:05,IP Address,100,339,True,2025-06-22 23:47:05,R_2wEsQ3kMflG8kyz,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6845bbcd58e12c4e187ed918,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Somewhat agree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,I consent.,6845bbcd58e12c4e187ed918,FL_24
2025-06-22 23:42:13,2025-06-22 23:47:08,IP Address,100,295,True,2025-06-22 23:47:08,R_1LdFQtpE2FizIDx,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682f9264a007592b8192cec3,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Strongly agree,The United States,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither positive nor negative,Somewhat positive,Mostly,I consent.,682f9264a007592b8192cec3,FL_23
2025-06-22 23:42:04,2025-06-22 23:47:10,IP Address,100,306,True,2025-06-22 23:47:11,R_Xic52qA3SgDF2KZ,anonymous,EN,0.6000000238418579,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6834ce3b9e87a3b9585058d5,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,Canada,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,I consent.,6834ce3b9e87a3b9585058d5,FL_24
2025-06-22 23:42:20,2025-06-22 23:47:11,IP Address,100,290,True,2025-06-22 23:47:11,R_2qfmOdqcTv8ZOVx,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67d48255139338c95a1c19ad,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,Canada,,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,67d48255139338c95a1c19ad,FL_24
2025-06-22 23:41:17,2025-06-22 23:47:12,IP Address,100,354,True,2025-06-22 23:47:12,R_12PfyVdlvocHCJi,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6750963f80dc9a9b834ddbbe,Female,,"White or Caucasian,Other",Bachelor’s degree,Conservative,Strongly agree,Strongly agree,Somewhat disagree,Neither,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither positive nor negative,Somewhat positive,Not at all,I consent.,6750963f80dc9a9b834ddbbe,FL_24
2025-06-22 23:42:08,2025-06-22 23:47:14,IP Address,100,306,True,2025-06-22 23:47:14,R_Uym2ZE6NbnOoi6l,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",682b7561568a0405ca4acf67,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very liberal,Strongly agree,Strongly agree,Somewhat disagree,Canada,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,682b7561568a0405ca4acf67,FL_23
2025-06-22 23:41:15,2025-06-22 23:47:16,IP Address,100,361,True,2025-06-22 23:47:16,R_1Nfs0pKcWt0PwTl,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5c6b3163a26a850001444ddf,Female,,White or Caucasian,"Some college, but no degree",Very liberal,Somewhat agree,Somewhat disagree,Strongly disagree,Canada,,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Extremely positive,Extremely negative,Not at all,I consent.,5c6b3163a26a850001444ddf,FL_23
2025-06-22 23:41:10,2025-06-22 23:47:17,IP Address,100,367,True,2025-06-22 23:47:17,R_3MPXHKOHvlpVmeI,anonymous,EN,,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683e604473bf9e6b86f62556,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Somewhat agree,Somewhat agree,Somewhat agree,The United States,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat negative,Neither positive nor negative,Somewhat,I consent.,683e604473bf9e6b86f62556,FL_24
2025-06-22 23:41:55,2025-06-22 23:47:17,IP Address,100,322,True,2025-06-22 23:47:17,R_xA9HCLbEnc8uJRT,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",62cd43d66c2dd7ae9ab53ae7,Male,,White or Caucasian,Bachelor’s degree,Conservative,Strongly agree,Strongly agree,Somewhat disagree,The United States,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Extremely negative,Neither positive nor negative,Somewhat,I consent.,62cd43d66c2dd7ae9ab53ae7,FL_23
2025-06-22 23:41:28,2025-06-22 23:47:21,IP Address,100,352,True,2025-06-22 23:47:21,R_1k0Jqy4k2ZHuFpM,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68283667996f0f1af749ad27,Male,,White or Caucasian,Bachelor’s degree,Very conservative,Strongly agree,Somewhat agree,Strongly agree,Neither,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Somewhat,I consent.,68283667996f0f1af749ad27,FL_24
2025-06-22 23:41:53,2025-06-22 23:47:22,IP Address,100,329,True,2025-06-22 23:47:22,R_3MfyguuI7DZldLK,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68365946031008bf40ec4233,Male,,Black or African American,Bachelor’s degree,Conservative,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Somewhat,I consent.,68365946031008bf40ec4233,FL_24
2025-06-22 23:40:49,2025-06-22 23:47:23,IP Address,100,393,True,2025-06-22 23:47:23,R_2Eb2iaiPPLop8HG,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67baececd4ad99d8b15c44f4,Male,,White or Caucasian,Bachelor’s degree,Conservative,Strongly agree,Strongly agree,Neither agree nor disagree,Neither,,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat positive,Neither positive nor negative,Mostly,I consent.,67baececd4ad99d8b15c44f4,FL_23
2025-06-22 23:42:08,2025-06-22 23:47:24,IP Address,100,316,True,2025-06-22 23:47:25,R_3QY3Cq9vDPsuKNa,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",68266922c3ce1d3218dd58c4,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Strongly agree,Strongly disagree,The United States,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither positive nor negative,Somewhat positive,Extremely,I consent.,68266922c3ce1d3218dd58c4,FL_24
2025-06-22 23:41:36,2025-06-22 23:47:26,IP Address,100,349,True,2025-06-22 23:47:26,R_OrKufwIXiRUAKFH,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683f286501ade9aea9e097a4,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Strongly agree,Strongly agree,Neither agree nor disagree,Canada,,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat positive,Somewhat negative,Slightly,I consent.,683f286501ade9aea9e097a4,FL_24
2025-06-22 23:41:59,2025-06-22 23:47:29,IP Address,100,329,True,2025-06-22 23:47:29,R_3en2TV7WwXnCgH0,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",684362a0b5c6fc286a07c157,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Very conservative,Strongly agree,Strongly agree,Strongly agree,The United States,,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat negative,Somewhat positive,Mostly,I consent.,684362a0b5c6fc286a07c157,FL_24
2025-06-22 23:41:40,2025-06-22 23:47:36,IP Address,100,356,True,2025-06-22 23:47:37,R_1IZwWgZvsfgY4z6,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",5f5ad9997a4abb1e6719f003,Female,,White or Caucasian,Associates or technical degree,Liberal,Somewhat disagree,Somewhat disagree,Strongly disagree,Canada,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Extremely negative,Not at all,I consent.,5f5ad9997a4abb1e6719f003,FL_23
2025-06-22 23:40:20,2025-06-22 23:47:36,IP Address,100,436,True,2025-06-22 23:47:37,R_Dkv2mwRWgst7JjH,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6840c7defde009a9976fd01c,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Liberal,Strongly agree,Somewhat agree,Strongly disagree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat positive,Somewhat negative,Not at all,I consent.,6840c7defde009a9976fd01c,FL_23
2025-06-22 23:42:18,2025-06-22 23:47:37,IP Address,100,319,True,2025-06-22 23:47:38,R_24eXJuCos5cC2yc,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",683761b66a10025069d854ab,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Somewhat agree,Somewhat agree,Canada,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat positive,Somewhat negative,Slightly,I consent.,683761b66a10025069d854ab,FL_23
2025-06-22 23:41:50,2025-06-22 23:47:39,IP Address,100,349,True,2025-06-22 23:47:39,R_3m1YiNhk8pA7lmb,anonymous,EN,1,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6444b1e677ebe8b4e2c23abd,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat negative,Neither positive nor negative,Slightly,I consent.,6444b1e677ebe8b4e2c23abd,FL_24
2025-06-22 23:41:23,2025-06-22 23:47:40,IP Address,100,376,True,2025-06-22 23:47:40,R_1Cs6RuMdZRzD8WJ,anonymous,EN,0.800000011920929,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",67ec3fe9714885c1e3c487c3,Male,,White or Caucasian,Bachelor’s degree,Conservative,Somewhat agree,Strongly agree,Strongly agree,Canada,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Extremely positive,Somewhat negative,Not at all,I consent.,67ec3fe9714885c1e3c487c3,FL_23
2025-06-22 23:41:21,2025-06-22 23:47:42,IP Address,100,380,True,2025-06-22 23:47:42,R_3M4LGdDtXnCHPBL,anonymous,EN,0.8999999761581421,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",56e6a66af6ed900006a5867c,Male,,White or Caucasian,High school diploma or GED,Moderate,Strongly agree,Strongly agree,Strongly disagree,The United States,,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat positive,Neither positive nor negative,Slightly,I consent.,56e6a66af6ed900006a5867c,FL_24
2025-06-22 23:42:25,2025-06-22 23:47:44,IP Address,100,318,True,2025-06-22 23:47:45,R_ZmfBsYxRJujwwAF,anonymous,EN,0.10000000149011612,"I confirm that I am 18 years or older, a U.S. citizen or resident, and I consent to participate in this research study.",6855b604dbd09fde95b14814,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Conservative,Somewhat agree,Strongly agree,Strongly agree,The United States,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat negative,Somewhat positive,Extremely,I consent.,6855b604dbd09fde95b14814,FL_23
